Observer,Sample_spp,SiteLong,SiteShort,SiteCode,Sample_ID,Sampling_date,day,mo,yr,DOY,Season,SeasonCode,Species,SppCode,Body_Length,Head_Width,density_per_m2,Body_Width,Height,Length of 1st Antennae,Adult?,has citellum?
David,Bieb_19_3_2013_OV,Bieber,Bieb,2,TEST grob,19/03/2013,19,3,2013,78,early,1,Orectochilus villosus,OV,7.85,0.39,7.2,,,,no,
David,Bieb_19_3_2013_OV,Bieber,Bieb,2,grob,19/03/2013,19,3,2013,78,early,1,Orectochilus villosus,OV,12.11,0.68,7.2,,,,no,
David,Bieb_19_3_2013_OV,Bieber,Bieb,2,grob,19/03/2013,19,3,2013,78,early,1,Orectochilus villosus,OV,10.97,0.56,7.2,,,,no,
David,Bieb_19_3_2013_OV,Bieber,Bieb,2,grob,19/03/2013,19,3,2013,78,early,1,Orectochilus villosus,OV,12.99,0.57,7.2,,,,no,
David,Bieb_19_3_2013_OV,Bieber,Bieb,2,Einzelexemplar,19/03/2013,19,3,2013,78,early,1,Orectochilus villosus,OV,14.78,0.6,7.2,,,,no,
David,Bieb_19_3_2012_OV,Bieber,Bieb,2,grob,19/03/2012,19,3,2012,79,early,1,Orectochilus villosus,OV,12.66,0.58,5.882353,,,,no,
David,Bieb_19_3_2012_OV,Bieber,Bieb,2,grob,19/03/2012,19,3,2012,79,early,1,Orectochilus villosus,OV,9.85,0.63,5.882353,,,,no,
David,Bieb_19_3_2012_OV,Bieber,Bieb,2,grob,19/03/2012,19,3,2012,79,early,1,Orectochilus villosus,OV,9.13,0.36,5.882353,,,,no,
David,Bieb_24_3_2011_OV,Bieber,Bieb,2,grob,24/03/2011,24,3,2011,83,early,1,Orectochilus villosus,OV,15.88,0.7,3.2,,,,no,
David,Bieb_24_3_2011_OV,Bieber,Bieb,2,grob,24/03/2011,24,3,2011,83,early,1,Orectochilus villosus,OV,14.28,0.67,3.2,,,,no,
David,Bieb_24_3_2011_OV,Bieber,Bieb,2,grob,24/03/2011,24,3,2011,83,early,1,Orectochilus villosus,OV,12.8,0.61,3.2,,,,no,
David,Bieb_24_3_2011_OV,Bieber,Bieb,2,grob,24/03/2011,24,3,2011,83,early,1,Orectochilus villosus,OV,8.84,0.42,3.2,,,,no,
David,Bieb_16_3_2010_OV,Bieber,Bieb,2,grob,16/03/2010,16,3,2010,75,early,1,Orectochilus villosus,OV,13.48,0.66,0.761905,,,,no,
David,Bieb_16_3_2010_OV,Bieber,Bieb,2,21TP grob,16/03/2010,16,3,2010,75,early,1,Orectochilus villosus,OV,6.34,0.37,0.761905,,,,no,
David,Bieb_24_4_2008_OV,Bieber,Bieb,2,grob,24/04/2008,24,4,2008,115,early,1,Orectochilus villosus,OV,13.39,0.71,3.428571,,,,no,
David,Bieb_24_4_2008_OV,Bieber,Bieb,2,grob,24/04/2008,24,4,2008,115,early,1,Orectochilus villosus,OV,7.12,0.4,3.428571,,,,no,
David,Bieb_10_4_2006_OV,Bieber,Bieb,2,grob,10/4/2006,10,4,2006,100,early,1,Orectochilus villosus,OV,10.74,0.65,24,,,,no,
David,Bieb_10_4_2006_OV,Bieber,Bieb,2,grob,10/4/2006,10,4,2006,100,early,1,Orectochilus villosus,OV,10.42,0.62,24,,,,no,
David,Bieb_10_4_2006_OV,Bieber,Bieb,2,grob,10/4/2006,10,4,2006,100,early,1,Orectochilus villosus,OV,10.99,0.73,24,,,,no,
David,Bieb_10_4_2006_OV,Bieber,Bieb,2,grob,10/4/2006,10,4,2006,100,early,1,Orectochilus villosus,OV,12.6,0.65,24,,,,no,
David,Bieb_10_4_2006_OV,Bieber,Bieb,2,grob,10/4/2006,10,4,2006,100,early,1,Orectochilus villosus,OV,12.43,0.63,24,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,12.81,0.7,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,11.06,0.58,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,12.16,0.67,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,12.22,0.64,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,12.85,0.69,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,12.11,0.65,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,8.21,0.4,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,10.79,0.52,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,10.68,0.68,32.91429,,,,no,
David,Bieb_11_3_2003_OV,Bieber,Bieb,2,grob,11/3/2003,11,3,2003,70,early,1,Orectochilus villosus,OV,9.34,0.62,32.91429,,,,no,
David,Bieb_30_8_2001_OV,Bieber,Bieb,2,fein,30/08/2001,30,8,2001,242,late,2,Orectochilus villosus,OV,4.95,0.21,4,,,,no,
David,Auba_7_3_2018_OV,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,7/3/2018,7,3,2018,66,early,1,Orectochilus villosus,OV,10.77,0.62,15.2,,,,no,
David,Auba_12_6_2017_OV,Aubach oh Wiesenthal,Auba,1,Einzelexemplar,12/6/2017,12,6,2017,163,late,2,Orectochilus villosus,OV,8.87,1.59,5.6,,,,yes,
David,Auba_16_3_2017_OV,Aubach oh Wiesenthal,Auba,1,21TP - Käferlarven,16/03/2017,16,3,2017,75,early,1,Orectochilus villosus,OV,5.74,0.36,1.142857,,,,no,
David,Auba_16_3_2017_OV,Aubach oh Wiesenthal,Auba,1,21TP - Käferlarven,16/03/2017,16,3,2017,75,early,1,Orectochilus villosus,OV,8.98,0.59,1.142857,,,,no,
David,Auba_11_4_2016_OV,Aubach oh Wiesenthal,Auba,1,grob,11/4/2016,11,4,2016,102,early,1,Orectochilus villosus,OV,10.39,0.65,2.666667,,,,no,
David,Auba_10_3_2015_OV,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,Orectochilus villosus,OV,13.49,0.63,3.84,,,,no,
David,Auba_10_3_2015_OV,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,Orectochilus villosus,OV,14.68,0.6,3.84,,,,no,
David,Auba_10_3_2015_OV,Aubach oh Wiesenthal,Auba,1,grob,10/3/2015,10,3,2015,69,early,1,Orectochilus villosus,OV,9.23,0.53,3.84,,,,no,
David,Auba_20_3_2013_OV,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,Orectochilus villosus,OV,11.32,0.68,4,,,,no,
David,Auba_20_3_2013_OV,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,Orectochilus villosus,OV,10.79,0.61,4,,,,no,
David,Auba_20_3_2013_OV,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,Orectochilus villosus,OV,8.7,0.58,4,,,,no,
David,Auba_20_3_2013_OV,Aubach oh Wiesenthal,Auba,1,grob,20/03/2013,20,3,2013,79,early,1,Orectochilus villosus,OV,9.76,0.72,4,,,,no,
Ellen,W1_5_6_2018_HS,KiW1/W1/Bulau,W1,4,Einzelexemplare,43226,5,6,2018,156,late,2,Hydropsyche siltalai,HS,11.9,1.45,1.6,,,,,
Ellen,W1_5_6_2018_HS,KiW1/W1/Bulau,W1,4,Einzelexemplare,43226,5,6,2018,156,late,2,Hydropsyche siltalai,HS,10.39,1.39,1.6,,,,,
Ellen,W1_5_6_2018_HS,KiW1/W1/Bulau,W1,4,Grob,43226,5,6,2018,156,late,2,Hydropsyche siltalai,HS,10.86,1.35,1.6,,,,,
Ellen,W1_9_3_2018_HS,KiW1/W1/Bulau,W1,4,Grob,43346,9,3,2018,68,early,1,Hydropsyche siltalai,HS,4.39,0.78,4.8,,,,,
Ellen,W1_9_3_2018_HS,KiW1/W1/Bulau,W1,4,Grob,43346,9,3,2018,68,early,1,Hydropsyche siltalai,HS,4.3,0.59,4.8,,,,,
Ellen,W1_7_6_2017_HS,KiW1/W1/Bulau,W1,4,Grob,42922,7,6,2017,158,late,2,Hydropsyche siltalai,HS,12.19,1.37,3.2,,,,,
Ellen,W1_7_6_2017_HS,KiW1/W1/Bulau,W1,4,Einzelexemplare,42922,7,6,2017,158,late,2,Hydropsyche siltalai,HS,11.54,1.35,3.2,,,,,
Ellen,W1_9_4_2013_HS,KiW1/W1/Bulau,W1,4,Grob,41521,9,4,2013,99,early,1,Hydropsyche siltalai,HS,5.83,0.55,0.8,,,,,
Ellen,W1_20_4_2011_HS,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,6.17,0.9,2.72,,,,,
Ellen,W1_20_4_2011_HS,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,7.68,0.85,2.72,,,,,
Ellen,W1_20_4_2011_HS,KiW1/W1/Bulau,W1,4,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,6.9,0.81,2.72,,,,,
Ellen,W1_25_6_2010_HS,KiW1/W1/Bulau,W1,4,Grob,25/06/2010,25,6,2010,176,late,2,Hydropsyche siltalai,HS,16.68,1.52,1.92,,,,,
Ellen,W1_26_4_2010_HS,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,7.91,0.99,4.547368,,,,,
Ellen,W1_26_4_2010_HS,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,5.99,0.91,4.547368,,,,,
Ellen,W1_26_4_2010_HS,KiW1/W1/Bulau,W1,4,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,6,0.83,4.547368,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,13.22,1.45,34.4,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,10.91,1.42,34.4,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,14.01,1.41,34.4,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,13.81,1.4,34.4,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,12.05,1.35,34.4,,,,,
Ellen,W1_13_6_2009_HS,KiW1/W1/Bulau,W1,4,Grob,13/06/2009,13,6,2009,164,late,2,Hydropsyche siltalai,HS,7.11,0.88,34.4,,,,,
Ellen,W1_7_5_2009_HS,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,Hydropsyche siltalai,HS,9.06,1.39,9.6,,,,,
Ellen,W1_7_5_2009_HS,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,Hydropsyche siltalai,HS,11.14,1.38,9.6,,,,,
Ellen,W1_7_5_2009_HS,KiW1/W1/Bulau,W1,4,Grob,39999,7,5,2009,127,early,1,Hydropsyche siltalai,HS,7.45,0.86,9.6,,,,,
Ellen,W1_11_6_2008_HS,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,13.26,1.41,12.49524,,,,,
Ellen,W1_11_6_2008_HS,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,12.64,1.36,12.49524,,,,,
Ellen,W1_11_6_2008_HS,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,9.68,1.34,12.49524,,,,,
Ellen,W1_11_6_2008_HS,KiW1/W1/Bulau,W1,4,Grob,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,7.3,0.8,12.49524,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,8.56,1.27,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,6.58,1.07,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,8.86,1.02,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,7.86,0.99,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,5.55,0.94,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,5.22,0.93,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,7.03,0.89,8,,,,,
Ellen,W1_12_4_2007_HS,KiW1/W1/Bulau,W1,4,Grob,39420,12,4,2007,102,early,1,Hydropsyche siltalai,HS,7.02,0.87,8,,,,,
Ellen,W1_22_3_2005_HS,KiW1/W1/Bulau,W1,4,Grob,22/03/2005,22,3,2005,81,early,1,Hydropsyche siltalai,HS,7.07,0.83,1.6,,,,,
Ellen,W1_22_3_2005_HS,KiW1/W1/Bulau,W1,4,Einzelexemplare,22/03/2005,22,3,2005,81,early,1,Hydropsyche siltalai,HS,6.52,0.79,1.6,,,,,
Ellen,O3_1_4_2019_HS,KiO3/O3/Rodenbauch,O3,3,Grob,43469,1,4,2019,91,early,1,Hydropsyche siltalai,HS,6.3,0.91,3.446154,,,,,
Ellen,O3_7_6_2018_HS,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,43287,7,6,2018,158,late,2,Hydropsyche siltalai,HS,11.45,1.44,0.761905,,,,,
Ellen,O3_28_3_2017_HS,KiO3/O3/Rodenbauch,O3,3,Grob,28/03/2017,28,3,2017,87,early,1,Hydropsyche siltalai,HS,6.6,0.84,1.142857,,,,,
Ellen,O3_20_4_2011_HS,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,6.72,0.9,3.2,,,,,
Ellen,O3_20_4_2011_HS,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,8.38,0.83,3.2,,,,,
Ellen,O3_20_4_2011_HS,KiO3/O3/Rodenbauch,O3,3,Grob,20/04/2011,20,4,2011,110,early,1,Hydropsyche siltalai,HS,7.07,0.82,3.2,,,,,
Ellen,O3_28_6_2010_HS,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,Hydropsyche siltalai,HS,14.33,1.31,0.8,,,,,
Ellen,O3_26_4_2010_HS,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,13.92,1.37,3.6,,,,,
Ellen,O3_26_4_2010_HS,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,8.22,0.91,3.6,,,,,
Ellen,O3_26_4_2010_HS,KiO3/O3/Rodenbauch,O3,3,Grob,26/04/2010,26,4,2010,116,early,1,Hydropsyche siltalai,HS,9.07,0.86,3.6,,,,,
Ellen,O3_23_6_2009_HS,KiO3/O3/Rodenbauch,O3,3,Grob,23/06/2009,23,6,2009,174,late,2,Hydropsyche siltalai,HS,9.08,1.31,4.8,,,,,
Ellen,O3_9_4_2009_HS,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,Hydropsyche siltalai,HS,7.74,1.37,2.285714,,,,,
Ellen,O3_9_4_2009_HS,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,Hydropsyche siltalai,HS,5.9,0.9,2.285714,,,,,
Ellen,O3_11_6_2008_HS,KiO3/O3/Rodenbauch,O3,3,Grob 21 TP,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,9.75,1.49,6.857143,,,,,
Ellen,O3_11_6_2008_HS,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,12.44,1.46,6.857143,,,,,
Ellen,O3_11_6_2008_HS,KiO3/O3/Rodenbauch,O3,3,Grob 21 TP,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,12.16,1.44,6.857143,,,,,
Ellen,O3_11_6_2008_HS,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,Hydropsyche siltalai,HS,13.12,1.27,6.857143,,,,,
Ellen,O3_28_4_2008_HS,KiO3/O3/Rodenbauch,O3,3,Grob,28/04/2008,28,4,2008,119,early,1,Hydropsyche siltalai,HS,12.04,1.49,2.887218,,,,,
Ellen,O3_28_4_2008_HS,KiO3/O3/Rodenbauch,O3,3,Grob,28/04/2008,28,4,2008,119,early,1,Hydropsyche siltalai,HS,10.94,1.49,2.887218,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,5.59,0.89,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,6.09,0.88,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,6.72,0.87,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,6.66,0.86,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,5.34,0.85,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,7.68,0.85,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,8.19,0.84,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,6.02,0.79,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,8.28,0.77,35.2,,,,,
Ellen,Bieb_2_4_2019_HS,Bieber,Bieb,2,Grob,43500,2,4,2019,92,early,1,Hydropsyche siltalai,HS,5.89,0.7,35.2,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Einzelexemplare,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,14.07,1.44,0.8,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,14.36,1.4,0.8,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,13.8,1.38,0.8,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,11.13,1.34,0.8,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,14.63,1.31,0.8,,,,,
Ellen,Bieb_15_6_2018_HS,Bieber,Bieb,2,Grob,15/06/2018,15,6,2018,166,late,2,Hydropsyche siltalai,HS,12.04,1.21,0.8,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Grob,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,12.88,1.47,16.91429,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,12.42,1.44,16.91429,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Grob,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,12.94,1.38,16.91429,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,15.34,1.32,16.91429,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,13.12,1.31,16.91429,,,,,
Ellen,Bieb_12_6_2017_HS,Bieber,Bieb,2,Einzelexemplare,43075,12,6,2017,163,late,2,Hydropsyche siltalai,HS,13.86,1.31,16.91429,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,16.24,1.46,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,14.48,1.44,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Einzelexemplare,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,14.01,1.4,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,14.7,1.38,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Einzelexemplare,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,11.7,1.37,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,13.66,1.35,9.1,,,,,
Ellen,Bieb_21_6_2016_HS,Bieber,Bieb,2,Grob,21/06/2016,21,6,2016,173,late,2,Hydropsyche siltalai,HS,12.77,1.31,9.1,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Einzelexemplare,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,16.01,1.48,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,9.82,1.43,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Einzelexemplare,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,12.14,1.42,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,10.42,1.29,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Einzelexemplare,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,8.95,1.2,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,6.71,0.86,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Einzelexemplare,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,6.98,0.85,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,7.02,0.82,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,5.89,0.82,112.9143,,,,,
Ellen,Bieb_11_4_2016_HS,Bieber,Bieb,2,Grob,42678,11,4,2016,102,early,1,Hydropsyche siltalai,HS,7.7,0.75,112.9143,,,,,
Ellen,Bieb_16_6_2015_HS,Bieber,Bieb,2,Grob,16/06/2015,16,6,2015,167,late,2,Hydropsyche siltalai,HS,10.61,1.18,1.6,,,,,
Ellen,Bieb_17_6_2014_HS,Bieber,Bieb,2,Einzelexemplare,17/06/2014,17,6,2014,168,late,2,Hydropsyche siltalai,HS,14.08,1.42,0.8,,,,,
Ellen,Bieb_11_3_2014_HS,Bieber,Bieb,2,Grob,41946,11,3,2014,70,early,1,Hydropsyche siltalai,HS,11.44,1.34,6,,,,,
Ellen,Bieb_11_3_2014_HS,Bieber,Bieb,2,Grob,41946,11,3,2014,70,early,1,Hydropsyche siltalai,HS,7.79,0.87,6,,,,,
Ellen,Bieb_11_3_2014_HS,Bieber,Bieb,2,Grob,41946,11,3,2014,70,early,1,Hydropsyche siltalai,HS,5.15,0.54,6,,,,,
Ellen,Bieb_17_6_2013_HS,Bieber,Bieb,2,Einzelexemplare,17/06/2013,17,6,2013,168,late,2,Hydropsyche siltalai,HS,8.74,1.44,2.981818,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,14.42,1.39,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,11.35,1.3,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,7.94,1.05,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,6.87,1.01,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,8.89,0.92,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,7.24,0.92,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,7.8,0.88,28.8,,,,,
Ellen,Bieb_19_3_2013_HS,Bieber,Bieb,2,Grob,19/03/2013,19,3,2013,78,early,1,Hydropsyche siltalai,HS,5.91,0.88,28.8,,,,,
Ellen,Bieb_19_3_2012_HS,Bieber,Bieb,2,Grob,19/03/2012,19,3,2012,79,early,1,Hydropsyche siltalai,HS,7.64,0.92,15.24706,,,,,
Ellen,Bieb_19_3_2012_HS,Bieber,Bieb,2,Grob,19/03/2012,19,3,2012,79,early,1,Hydropsyche siltalai,HS,5.9,0.88,15.24706,,,,,
